component_importance,attention_weights
6.9150883e-07,0.0294178
2.473358e-05,0.011728749
3.198466e-07,0.011921057
2.5340262e-07,0.019484876
2.813274e-07,0.0052567846
2.9196146e-06,0.004488899
3.5224494e-07,0.06172278
3.2576443e-07,0.024293145
2.4934739e-06,0.008459429
0.99994934,0.0030811797
3.570169e-07,0.04205481
3.132412e-07,0.00313827
4.402654e-07,0.003641793
2.8073535e-07,0.5525804
1.6595133e-05,0.16800916
3.438935e-07,0.05072086
