component_importance,attention_weights
0.059603006,0.0781408
0.050650924,0.08536668
0.03188,0.02514466
0.08641826,0.068899
0.052044746,0.059896328
0.06931758,0.04974648
0.051027548,0.073223256
0.052714564,0.06258252
0.048874043,0.12214167
0.056321498,0.048080243
0.047832366,0.038905907
0.06307955,0.06161975
0.08143128,0.055887472
0.11055986,0.042036396
0.060094897,0.06917109
0.07814992,0.05915777
