component_importance,attention_weights
0.27864146,0.06282687
1.3673432e-06,0.017553717
9.893116e-07,0.005408697
2.8771178e-06,0.022247093
2.2396332e-06,0.022462988
1.6881779e-06,0.18562703
2.3180621e-06,0.051010966
1.6104723e-06,0.01735958
1.6355499e-06,0.018255534
1.3513235e-06,0.013391235
1.3245557e-06,0.024646463
0.72131383,0.19330192
2.360637e-06,0.015585412
8.979211e-06,0.1438757
7.926503e-06,0.029667374
8.082564e-06,0.1767794
