r2_score,rmse,mae,mse,explained_variance,mean_absolute_percentage_error,correlation
-3.406050205230713,8.049298501103266,4.34884786605835,64.79120635986328,-3.2927303314208984,1935.9912872314453,-0.19628543826594125
